DRUG_NAME	nGENE	BLADDER_CPS	BLADDER_CGPS	COLON_CPS	COLON_CGPS	NSCLC_CPS	NSCLC_CGPS	OVARIAN_CPS	OVARIAN_CGPS
etizolam	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
etodolac	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
etofylline	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
etomidate	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
etonogestrel	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
etoperidone	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
etoposide	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
etoposide phosphate	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
etoricoxib	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
etoxadrol	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
etravirine	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
etretinate	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
etryptamine	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
etynodiol	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
euflavine	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
eugenol	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
evans blue	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
everolimus	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
evinacumab	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
evocalcet	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
evogliptin	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
evolocumab	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
exemestane	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
exenatide	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
exisulind	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ezetimibe	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
fadrozole	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
famciclovir	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
famotidine	17.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
fampridine	42.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
famprofazone	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
fasudil	11.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
febuxostat	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
fedratinib	277.0	50.0	0.36101083032490977	10.344827586206897	1.083032490974729	23.52941176470588	1.444043321299639	0.0	0.0
felbamate	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
felbinac	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
felodipine	11.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
felypressin	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
femoxetine	13.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
fenbendazole	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
fenbufen	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
fendiline	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
fendosal	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
fenfluramine	21.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
fenofibrate	12.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
fenoldopam	12.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
fenoprofen	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
fenoterol	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
fenoxazoline	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
fentanyl	13.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
fentiazac	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
fenticlor	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
fesoterodine	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
fexofenadine	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
fidaxomicin	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
filgotinib	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
filgrastim	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
fimasartan	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
finasteride	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
fingolimod	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
flavoxate	9.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
flecainide	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
fleroxacin	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
flibanserin	9.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
floctafenine	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
flopropione	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
florbetaben F18	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
flortaucipir F 18	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
floxacillin	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
floxuridine	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
fluconazole	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
flucytosine	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
fludarabine phosphate	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
fludrocortisone acetate	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
fludroxycortide	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
flufenamic acid	20.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
fluindione	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
flumazenil	32.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
flumetasone pivalate	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
flunarizine	41.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
flunisolide	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
flunitrazepam	24.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
fluocinolone acetonide	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
fluocinonide	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
fluorescein	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
fluoroestradiol F 18	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
fluorometholone	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
fluorometholone acetate	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
fluorouracil	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
fluostigmine	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
fluoxetine	44.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
fluoxymesterone	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
flupentixol	17.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
fluphenazine	64.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
fluphenazine decanoate	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
fluphenazine enanthate	27.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
flupirtine	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
fluprednisolone	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
flurazepam	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
flurbiprofen	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
flusalan	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
fluspirilene	19.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
flutamide	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
fluticasone furoate	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
fluticasone propionate	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
flutrimazole	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
fluvastatin	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
fluvoxamine	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
folic acid	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
follitropin	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
fomepizole	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
fondaparinux	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
formestane	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
formoterol	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
forodesine	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
fosamprenavir	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
fosaprepitant	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
foscarnet	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
fosdenopterin	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
fosfestrol	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
fosfluconazole	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
fosfomycin	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
fosinopril	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
fosnetupitant	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
fosphenytoin	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
fospropofol	13.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
fostamatinib	4.0	0.0	0.0	0.0	0.0	5.88235294117647	25.0	0.0	0.0
fostemsavir	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
framycetin	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
fremanezumab	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
frovatriptan	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
fructose	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ftivazide	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
fulvestrant	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
fumagillin	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
fumaric acid	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
furaltadone	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
furosemide	19.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
furtrethonium	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
fusidic acid	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
gabapentin	11.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
gabapentin enacarbil	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
gabexate	12.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
galantamine	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
galcanezumab	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
gallamine	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
gallium (68Ga) edotreotide	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
gallium (68Ga) gozetotide	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
gallopamil	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
gamolenic acid	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ganciclovir	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ganirelix	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
gatifloxacin	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
gefitinib	80.0	0.0	0.0	6.896551724137931	2.5	5.88235294117647	1.25	0.0	0.0
gemcitabine	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
gemfibrozil	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
gemifloxacin	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
gemigliptin	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
gemtuzumab ozogamicin	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
gentamicin	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
gentian violet	27.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
gentisic acid	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
gepirone	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
gestodene	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
gestrinone	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
gilteritinib	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
gimeracil	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
givosiran	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
glafenine	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
glasdegib	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
glibenclamide	14.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
glibornuride	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
gliclazide	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
glimepiride	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
glipizide	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
gliquidone	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
glisoxepide	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
glucagon	11.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
gluconolactone	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
glutamic acid	41.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
glutamine	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
glutathione	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
glutethimide	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
glyceryl trinitrate	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
glycine	9.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
glycopyrronium bromide	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
glycyrrhizic acid	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
golimumab	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
golodirsen	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
gonadorelin	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
goserelin	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
gossypol	16.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
gramicidin	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
granisetron	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
grazoprevir	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
grepafloxacin	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
griseofulvin	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
guaiacol	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
guanabenz	18.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
guanadrel	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
guanethidine	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
guanfacine	9.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
guanidine	40.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
guselkumab	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
halazepam	16.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
halcinonide	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
halofantrine	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
haloperidol	90.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
haloperidol decanoate	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
halopredone acetate	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
haloprogin	15.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
halothane	23.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
heparin	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hesperetin	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hetacillin	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hexachlorophene	36.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hexafluronium	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hexamethonium	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hexamidine	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hexestrol	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hexobarbital	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hexobendine	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hexocyclium	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hexylcaine	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hexylresorcinol	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
histamine	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
histidine	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
histrelin	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
homatropine	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
homonicotinic acid	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hycanthone	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hydralazine	12.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hydrochloric acid	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hydrochlorothiazide	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hydrocodone	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hydrocortamate	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hydrocortisone	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hydrocortisone acetate	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hydrocortisone butyrate	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hydrocortisone cypionate	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hydrocortisone probutate	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hydrocortisone succinate	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hydrocortisone valerate	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hydroflumethiazide	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hydromorphone	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hydroquinidine	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hydroquinone	14.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hydroxyamfetamine	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hydroxycarbamide	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hydroxychloroquine	15.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hydroxyprogesterone caproate	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hydroxystilbamidine	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hydroxyzine	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hymecromone	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hyoscyamine	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ibalizumab	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ibandronic acid	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ibrexafungerp	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ibritumomab tiuxetan	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ibrutinib	25.0	0.0	0.0	3.4482758620689653	4.0	0.0	0.0	0.0	0.0
ibudilast	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ibufenac	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ibuprofen	17.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ibuproxam	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ibutilide	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
icatibant	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
iclaprim	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
icosapent ethyl	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
icotinib	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
idarubicin	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
idebenone	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
idelalisib	6.0	0.0	0.0	3.4482758620689653	16.666666666666664	0.0	0.0	0.0	0.0
idoxuridine	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ifenprodil	19.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
iguratimod	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ilaprazole	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
iloperidone	33.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
iloprost	13.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
imatinib	75.0	0.0	0.0	3.4482758620689653	1.3333333333333335	5.88235294117647	1.3333333333333335	0.0	0.0
imdevimab	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
imidafenacin	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
imidapril	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
imipenem	11.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
imipramine	71.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
imiquimod	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
imlifidase	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
imrecoxib	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
incadronic acid	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
indacaterol	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
indalpine	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
indapamide	15.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
indecainide	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
indenolol	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
indinavir	9.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
indisetron	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
indobufen	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
indomethacin	25.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
indoprofen	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
indoramin	13.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
inebilizumab	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
infigratinib	31.0	50.0	3.225806451612903	6.896551724137931	6.451612903225806	5.88235294117647	3.225806451612903	0.0	0.0
infliximab	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ingenol mebutate	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
inotersen 	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
inotuzumab ozogamicin	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
inqovi	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
insulin aspart	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
insulin degludec	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
insulin detemir	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
insulin glargine	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
insulin glulisine	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
insulin human	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
insulin lispro	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
interferon beta-1a	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
interferon beta-1b	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
intoplicine	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ipidacrine	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ipilimumab	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ipragliflozin	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ipratropium	9.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ipriflavone	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
iprindole	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
